Datum	Zuletzt	Vol.
24.03.2016	414,7	38,83K
23.03.2016	417,0	40,61K
22.03.2016	416,2	49,08K
21.03.2016	411,1	43,16K
20.03.2016	411,5	30,54K
19.03.2016	408,7	37,00K
18.03.2016	408,2	66,07K
17.03.2016	418,2	43,82K
16.03.2016	415,9	44,54K
15.03.2016	415,1	48,60K
14.03.2016	414,3	49,33K
13.03.2016	412,4	34,98K
12.03.2016	410,4	59,64K
11.03.2016	419,1	60,63K
10.03.2016	415,8	55,74K
09.03.2016	412,8	50,92K
08.03.2016	411,9	53,77K
07.03.2016	414,9	61,77K
06.03.2016	406,0	62,59K
05.03.2016	399,0	129,15K
04.03.2016	409,5	75,27K
03.03.2016	419,6	78,90K
02.03.2016	425,4	57,75K
01.03.2016	434,0	67,46K
29.02.2016	436,2	68,77K
28.02.2016	432,5	50,85K
27.02.2016	431,3	42,79K
26.02.2016	427,3	53,21K
25.02.2016	423,5	53,54K
24.02.2016	422,7	66,51K
23.02.2016	419,9	93,72K
22.02.2016	437,8	56,01K
21.02.2016	437,9	100,50K
20.02.2016	440,1	111,63K
19.02.2016	420,0	52,24K
18.02.2016	421,4	77,35K
17.02.2016	417,1	90,32K
16.02.2016	406,4	68,33K
15.02.2016	401,1	86,13K
14.02.2016	405,5	73,59K
13.02.2016	390,1	48,16K
12.02.2016	384,0	53,76K
11.02.2016	379,5	62,65K
10.02.2016	381,9	97,49K
09.02.2016	375,3	55,36K
08.02.2016	372,6	62,24K
07.02.2016	377,9	40,74K
06.02.2016	376,7	78,85K
05.02.2016	386,5	60,92K
04.02.2016	390,6	101,87K
03.02.2016	368,0	59,81K
02.02.2016	373,9	50,98K
01.02.2016	372,2	74,35K
31.01.2016	369,8	39,02K
30.01.2016	377,8	36,18K
29.01.2016	380,3	138,46K
28.01.2016	379,7	77,32K
27.01.2016	395,0	43,68K
26.01.2016	389,8	56,81K
25.01.2016	392,8	67,66K
24.01.2016	402,1	64,54K
23.01.2016	388,6	61,38K
22.01.2016	382,6	144,86K
21.01.2016	410,2	89,94K
20.01.2016	414,6	190,32K
19.01.2016	379,5	66,35K
18.01.2016	384,4	69,30K
17.01.2016	382,5	66,09K
16.01.2016	385,0	183,96K
15.01.2016	372,3	268,14K
14.01.2016	429,1	46,17K
13.01.2016	432,2	92,04K
12.01.2016	445,0	44,59K
11.01.2016	447,7	56,59K
10.01.2016	446,2	44,46K
09.01.2016	448,3	39,81K
08.01.2016	452,9	91,31K
07.01.2016	457,0	130,20K
06.01.2016	430,8	43,43K
05.01.2016	431,2	45,03K
04.01.2016	433,3	53,01K
03.01.2016	430,7	54,83K
02.01.2016	433,7	33,57K
01.01.2016	434,0	46,97K
31.12.2015	430,0	65,21K
30.12.2015	427,1	68,27K
29.12.2015	431,9	70,65K
28.12.2015	421,8	68,35K
27.12.2015	422,4	67,58K
26.12.2015	415,4	208,58K
25.12.2015	454,0	42,39K
24.12.2015	453,0	79,60K
23.12.2015	442,4	63,25K
22.12.2015	437,0	65,79K
21.12.2015	437,6	121,99K
20.12.2015	441,8	121,53K
19.12.2015	461,2	61,31K
18.12.2015	463,2	83,41K
17.12.2015	455,5	64,58K
16.12.2015	454,0	185,22K
15.12.2015	462,6	107,06K
14.12.2015	442,0	218,92K
13.12.2015	434,7	64,14K
12.12.2015	432,3	211,44K
11.12.2015	449,8	175,06K
10.12.2015	415,5	71,66K
09.12.2015	416,0	147,36K
08.12.2015	410,7	74,36K
07.12.2015	394,3	96,75K
06.12.2015	393,4	131,86K
05.12.2015	386,7	115,20K
04.12.2015	361,7	60,55K
03.12.2015	360,3	87,23K
02.12.2015	360,0	92,45K
01.12.2015	361,8	111,91K
30.11.2015	378,0	129,77K
29.11.2015	370,8	67,37K
28.11.2015	355,8	56,17K
27.11.2015	359,5	103,48K
26.11.2015	353,7	211,38K
25.11.2015	327,5	77,68K
24.11.2015	318,4	50,66K
23.11.2015	322,1	42,73K
22.11.2015	322,8	36,75K
21.11.2015	324,7	45,00K
20.11.2015	321,1	109,99K
19.11.2015	325,0	86,38K
18.11.2015	335,9	78,36K
17.11.2015	333,9	98,25K
16.11.2015	330,2	87,14K
15.11.2015	317,5	88,32K
14.11.2015	331,8	71,11K
13.11.2015	333,8	97,25K
12.11.2015	333,9	164,61K
11.11.2015	304,7	263,96K
10.11.2015	336,7	210,29K
09.11.2015	380,2	125,54K
08.11.2015	371,6	94,36K
07.11.2015	385,1	103,03K
06.11.2015	369,8	255,28K
05.11.2015	382,7	302,95K
04.11.2015	400,9	517,73K
03.11.2015	396,5	421,99K
02.11.2015	359,3	223,10K
01.11.2015	323,0	73,71K
31.10.2015	311,2	105,83K
30.10.2015	327,1	156,49K
29.10.2015	313,6	138,92K
28.10.2015	303,5	116,41K
27.10.2015	294,7	105,87K
26.10.2015	285,1	73,21K
25.10.2015	287,9	113,90K
24.10.2015	282,6	60,13K
23.10.2015	276,9	69,32K
22.10.2015	274,4	93,15K
21.10.2015	267,1	59,64K
20.10.2015	269,8	75,40K
19.10.2015	263,8	58,17K
18.10.2015	261,7	52,27K
17.10.2015	269,6	113,84K
16.10.2015	262,9	95,18K
15.10.2015	254,4	60,64K
14.10.2015	252,3	69,58K
13.10.2015	248,8	74,88K
12.10.2015	245,4	40,39K
11.10.2015	247,6	41,43K
10.10.2015	245,4	38,96K
09.10.2015	244,0	40,57K
08.10.2015	242,6	44,15K
07.10.2015	243,0	62,60K
06.10.2015	246,1	78,84K
05.10.2015	240,1	61,24K
04.10.2015	238,3	31,85K
03.10.2015	238,6	43,31K
02.10.2015	236,7	47,94K
01.10.2015	237,1	52,88K
30.09.2015	235,9	50,52K
29.09.2015	236,7	57,30K
28.09.2015	238,9	64,28K
27.09.2015	232,5	36,14K
26.09.2015	234,3	40,29K
25.09.2015	235,0	61,58K
24.09.2015	233,8	72,12K
23.09.2015	229,9	43,60K
22.09.2015	230,0	71,55K
21.09.2015	226,3	53,43K
20.09.2015	231,1	33,15K
19.09.2015	231,1	34,47K
18.09.2015	232,2	53,17K
17.09.2015	232,7	56,06K
16.09.2015	228,6	51,91K
15.09.2015	229,5	49,52K
14.09.2015	229,9	61,10K
13.09.2015	230,2	51,60K
12.09.2015	235,6	43,77K
11.09.2015	239,9	45,77K
10.09.2015	238,1	60,54K
09.09.2015	237,4	69,26K
08.09.2015	243,2	76,35K
07.09.2015	239,6	57,19K
06.09.2015	239,9	66,27K
05.09.2015	233,7	48,28K
04.09.2015	230,3	61,76K
03.09.2015	226,2	54,15K
02.09.2015	228,6	58,77K
01.09.2015	227,2	66,54K
31.08.2015	229,5	54,51K
30.08.2015	228,4	39,81K
29.08.2015	228,5	43,74K
28.08.2015	231,6	90,66K
27.08.2015	222,7	60,25K
26.08.2015	225,0	92,81K
25.08.2015	220,5	190,79K
24.08.2015	211,4	196,70K
23.08.2015	226,8	48,84K
22.08.2015	229,5	74,21K
21.08.2015	232,4	57,65K
20.08.2015	234,7	90,98K
19.08.2015	226,0	245,82K
18.08.2015	246,7	94,50K
17.08.2015	257,1	47,88K
16.08.2015	257,1	69,04K
15.08.2015	260,5	38,91K
14.08.2015	265,0	52,33K
13.08.2015	263,4	56,49K
12.08.2015	267,7	56,73K
11.08.2015	269,0	51,36K
10.08.2015	263,3	48,57K
09.08.2015	263,9	57,48K
08.08.2015	258,6	82,54K
07.08.2015	277,9	42,81K
06.08.2015	278,0	33,26K
05.08.2015	281,7	38,29K
04.08.2015	284,3	44,84K
03.08.2015	281,6	45,89K
02.08.2015	281,4	35,67K
01.08.2015	280,5	39,43K
31.07.2015	283,7	49,21K
30.07.2015	287,0	44,79K
29.07.2015	288,4	50,67K
28.07.2015	293,7	49,07K
27.07.2015	293,0	69,71K
26.07.2015	291,8	30,99K
25.07.2015	288,7	41,65K
24.07.2015	288,4	74,36K
23.07.2015	275,5	35,66K
22.07.2015	276,5	41,97K
21.07.2015	275,1	49,05K
20.07.2015	277,7	46,60K
19.07.2015	273,2	30,20K
18.07.2015	274,0	55,34K
17.07.2015	279,6	62,12K
16.07.2015	276,6	121,32K
15.07.2015	283,4	59,58K
14.07.2015	287,0	60,62K
13.07.2015	290,4	146,85K
12.07.2015	310,4	120,70K
11.07.2015	292,0	46,49K
10.07.2015	283,6	117,17K
09.07.2015	269,1	48,39K
08.07.2015	268,6	45,29K
07.07.2015	266,2	41,61K
06.07.2015	269,1	90,58K
05.07.2015	270,1	48,45K
04.07.2015	260,5	32,95K
03.07.2015	255,4	36,58K
02.07.2015	254,9	45,01K
01.07.2015	257,6	66,94K
30.06.2015	264,1	116,53K
29.06.2015	257,0	92,64K
28.06.2015	248,9	39,89K
27.06.2015	250,7	54,70K
26.06.2015	242,9	37,62K
25.06.2015	242,6	40,36K
24.06.2015	240,6	47,11K
23.06.2015	243,8	38,43K
22.06.2015	247,5	47,59K
21.06.2015	244,1	25,15K
20.06.2015	245,0	51,28K
19.06.2015	244,1	84,70K
18.06.2015	248,4	78,14K
17.06.2015	247,4	121,62K
16.06.2015	249,8	122,47K
15.06.2015	237,0	63,47K
14.06.2015	233,8	32,90K
13.06.2015	232,5	38,01K
12.06.2015	230,5	40,75K
11.06.2015	229,9	38,00K
10.06.2015	228,8	41,64K
09.06.2015	229,6	54,84K
08.06.2015	228,6	74,15K
07.06.2015	223,5	40,48K
06.06.2015	224,7	22,47K
05.06.2015	225,3	56,46K
04.06.2015	224,2	44,06K
03.06.2015	225,6	54,35K
02.06.2015	225,7	60,81K
01.06.2015	223,1	87,06K
31.05.2015	229,8	39,00K
30.05.2015	233,2	41,63K
29.05.2015	237,0	38,92K
28.05.2015	237,3	35,75K
27.05.2015	237,3	48,03K
26.05.2015	237,8	37,08K
25.05.2015	237,4	26,39K
24.05.2015	241,0	30,26K
23.05.2015	238,9	36,03K
22.05.2015	240,4	74,11K
21.05.2015	235,4	42,94K
20.05.2015	234,0	49,69K
19.05.2015	232,0	40,94K
18.05.2015	232,6	53,14K
17.05.2015	236,3	28,43K
16.05.2015	236,2	27,05K
15.05.2015	237,2	46,03K
14.05.2015	236,9	71,02K
13.05.2015	236,4	84,43K
12.05.2015	241,6	40,08K
11.05.2015	241,8	57,17K
10.05.2015	240,0	44,00K
09.05.2015	241,4	62,79K
08.05.2015	243,7	87,50K
07.05.2015	237,7	91,05K
06.05.2015	230,0	103,66K
05.05.2015	235,8	77,87K
04.05.2015	239,0	69,12K
03.05.2015	240,0	55,72K
02.05.2015	235,3	37,08K
01.05.2015	233,2	60,14K
30.04.2015	235,8	112,24K
29.04.2015	225,4	60,89K
28.04.2015	225,8	65,97K
27.04.2015	229,0	123,41K
26.04.2015	218,7	100,77K
25.04.2015	226,1	43,78K
24.04.2015	231,1	69,78K
23.04.2015	235,4	42,45K
22.04.2015	233,8	77,56K
21.04.2015	233,7	68,35K
20.04.2015	224,2	44,87K
19.04.2015	223,0	35,50K
18.04.2015	223,4	36,54K
17.04.2015	222,6	66,92K
16.04.2015	228,0	84,89K
15.04.2015	223,0	77,23K
14.04.2015	218,0	115,19K
13.04.2015	223,6	105,15K
12.04.2015	235,9	33,03K
11.04.2015	236,5	51,99K
10.04.2015	234,7	100,20K
09.04.2015	243,3	69,19K
08.04.2015	244,6	102,65K
07.04.2015	253,0	44,79K
06.04.2015	255,0	45,93K
05.04.2015	259,6	43,83K
04.04.2015	252,9	30,72K
03.04.2015	254,5	71,74K
02.04.2015	252,6	81,37K
01.04.2015	246,2	67,08K
31.03.2015	244,1	75,33K
30.03.2015	246,8	85,33K
29.03.2015	242,1	77,54K
28.03.2015	252,0	55,06K
27.03.2015	247,2	62,56K
26.03.2015	248,0	89,47K
25.03.2015	246,4	131,44K
24.03.2015	246,7	151,09K
23.03.2015	265,5	81,45K
22.03.2015	268,6	56,63K
21.03.2015	259,7	51,65K
20.03.2015	261,8	52,83K
19.03.2015	260,9	180,69K
18.03.2015	255,9	206,74K
17.03.2015	285,4	65,01K
16.03.2015	290,4	66,34K
15.03.2015	284,9	39,46K
14.03.2015	281,6	75,72K
13.03.2015	287,2	97,34K
12.03.2015	293,9	107,32K
11.03.2015	295,6	79,98K
10.03.2015	291,4	158,18K
09.03.2015	290,0	151,77K
08.03.2015	274,5	50,40K
07.03.2015	274,9	60,72K
06.03.2015	272,6	98,80K
05.03.2015	275,2	123,64K
04.03.2015	271,9	139,00K
03.03.2015	280,6	164,82K
02.03.2015	273,8	81,09K
01.03.2015	257,9	51,33K
28.02.2015	254,1	39,41K
27.02.2015	253,5	167,81K
26.02.2015	236,5	50,87K
25.02.2015	237,3	38,10K
24.02.2015	238,9	45,03K
23.02.2015	238,8	62,67K
22.02.2015	235,7	75,70K
21.02.2015	244,4	42,95K
20.02.2015	244,5	83,59K
19.02.2015	241,9	66,05K
18.02.2015	235,2	99,66K
17.02.2015	243,2	116,26K
16.02.2015	235,8	115,47K
15.02.2015	233,3	179,14K
14.02.2015	258,6	133,80K
13.02.2015	236,2	112,25K
12.02.2015	221,8	50,11K
11.02.2015	218,8	71,73K
10.02.2015	219,7	86,15K
09.02.2015	220,3	91,69K
08.02.2015	223,7	29,05K
07.02.2015	227,7	39,76K
06.02.2015	223,0	52,52K
05.02.2015	216,5	40,64K
04.02.2015	226,6	55,24K
03.02.2015	227,4	63,08K
02.02.2015	238,9	39,02K
01.02.2015	225,3	41,16K
31.01.2015	218,5	42,15K
30.01.2015	231,8	48,23K
29.01.2015	234,0	54,49K
28.01.2015	236,2	63,77K
27.01.2015	263,3	50,26K
26.01.2015	269,2	105,71K
25.01.2015	252,1	50,19K
24.01.2015	248,2	33,24K
23.01.2015	232,2	38,17K
22.01.2015	232,7	53,71K
21.01.2015	228,2	43,18K
20.01.2015	210,6	37,48K
19.01.2015	215,9	31,58K
18.01.2015	210,6	40,37K
17.01.2015	199,6	43,13K
16.01.2015	206,9	62,32K
15.01.2015	209,8	124,67K
14.01.2015	164,9	170,68K
13.01.2015	221,3	95,50K
12.01.2015	269,3	25,39K
11.01.2015	264,8	15,11K
10.01.2015	273,4	14,73K
09.01.2015	288,0	20,93K
08.01.2015	282,7	20,18K
07.01.2015	291,3	30,67K
06.01.2015	282,3	21,94K
05.01.2015	274,8	54,99K
04.01.2015	264,7	88,77K
03.01.2015	287,1	47,37K
02.01.2015	315,2	14,73K
01.01.2015	314,9	12,82K
31.12.2014	318,2	20,50K
30.12.2014	311,3	22,78K
29.12.2014	314,1	20,36K
28.12.2014	316,5	20,41K
27.12.2014	315,3	21,63K
26.12.2014	330,0	23,01K
25.12.2014	319,0	15,39K
24.12.2014	322,4	21,52K
23.12.2014	335,3	24,07K
22.12.2014	330,8	35,36K
21.12.2014	322,6	20,67K
20.12.2014	330,4	29,92K
19.12.2014	317,8	41,71K
18.12.2014	310,3	60,52K
17.12.2014	320,0	61,34K
16.12.2014	330,2	38,59K
15.12.2014	345,4	22,16K
14.12.2014	349,4	12,34K
13.12.2014	348,2	19,54K
12.12.2014	353,4	26,85K
11.12.2014	347,7	51,08K
10.12.2014	347,9	27,13K
09.12.2014	352,2	43,83K
08.12.2014	365,0	22,92K
07.12.2014	376,5	8,81K
06.12.2014	376,3	11,07K
05.12.2014	377,6	29,99K
04.12.2014	369,8	25,33K
03.12.2014	377,0	23,51K
02.12.2014	380,6	25,29K
01.12.2014	378,6	19,67K
30.11.2014	374,9	11,29K
29.11.2014	376,3	83,45K
28.11.2014	377,6	43,02K
27.11.2014	368,8	13,85K
26.11.2014	365,4	23,98K
25.11.2014	376,4	45,32K
24.11.2014	378,9	24,57K
23.11.2014	365,9	12,41K
22.11.2014	352,0	12,94K
21.11.2014	351,8	23,47K
20.11.2014	357,3	21,98K
19.11.2014	381,4	19,87K
18.11.2014	379,2	27,09K
17.11.2014	384,7	27,60K
16.11.2014	385,6	14,35K
15.11.2014	374,9	13,33K
14.11.2014	396,5	35,73K
13.11.2014	428,7	58,20K
12.11.2014	432,0	38,53K
11.11.2014	365,4	15,79K
10.11.2014	367,1	22,81K
09.11.2014	362,0	12,63K
08.11.2014	343,5	8,19K
07.11.2014	341,9	15,02K
06.11.2014	347,7	15,65K
05.11.2014	338,0	15,84K
04.11.2014	328,0	15,12K
03.11.2014	324,2	13,43K
02.11.2014	322,5	11,90K
01.11.2014	325,4	13,77K
31.10.2014	337,9	14,00K
30.10.2014	344,9	16,12K
29.10.2014	335,1	12,26K
28.10.2014	351,1	9,43K
27.10.2014	350,1	10,60K
26.10.2014	348,7	11,58K
25.10.2014	346,7	14,04K
24.10.2014	355,1	20,03K
23.10.2014	355,8	19,12K
22.10.2014	378,9	10,53K
21.10.2014	382,4	9,66K
20.10.2014	380,4	10,56K
19.10.2014	387,3	5,33K
18.10.2014	390,9	9,45K
17.10.2014	380,5	16,57K
16.10.2014	379,8	20,79K
15.10.2014	393,2	22,49K
14.10.2014	397,1	28,87K
13.10.2014	387,3	23,58K
12.10.2014	373,2	11,23K
11.10.2014	361,2	13,93K
10.10.2014	361,7	28,41K
09.10.2014	360,9	35,59K
08.10.2014	350,9	21,77K
07.10.2014	331,6	30,17K
06.10.2014	331,5	41,17K
05.10.2014	322,9	29,85K
04.10.2014	335,3	23,04K
03.10.2014	363,5	16,81K
02.10.2014	375,1	14,30K
01.10.2014	382,8	17,73K
30.09.2014	388,2	16,92K
29.09.2014	376,8	20,69K
28.09.2014	379,1	13,94K
27.09.2014	399,0	9,74K
26.09.2014	404,5	12,12K
25.09.2014	412,3	14,63K
24.09.2014	423,8	21,37K
23.09.2014	436,9	17,94K
22.09.2014	404,1	13,52K
21.09.2014	401,6	10,42K
20.09.2014	411,5	14,29K
19.09.2014	397,7	14,97K
18.09.2014	424,3	8,93K
17.09.2014	461,1	7,51K
16.09.2014	466,8	6,52K
15.09.2014	477,7	5,63K
14.09.2014	477,7	4,21K
13.09.2014	478,2	5,28K
12.09.2014	477,7	5,15K
11.09.2014	478,5	6,29K
10.09.2014	479,7	8,29K
09.09.2014	474,9	7,29K
08.09.2014	475,7	8,14K
07.09.2014	485,8	3,56K
06.09.2014	484,5	3,79K
05.09.2014	483,6	6,04K
04.09.2014	491,0	8,81K
03.09.2014	480,0	6,14K
02.09.2014	478,9	6,75K
01.09.2014	477,2	6,79K
31.08.2014	481,8	6,10K
30.08.2014	506,0	2,63K
29.08.2014	512,6	3,64K
28.08.2014	510,8	4,47K
27.08.2014	515,2	3,79K
26.08.2014	512,6	3,53K
25.08.2014	502,9	2,74K
24.08.2014	509,7	2,53K
23.08.2014	497,7	3,13K
22.08.2014	516,1	6,03K
21.08.2014	517,9	5,65K
20.08.2014	516,8	5,89K
19.08.2014	485,1	5,12K
18.08.2014	462,2	6,38K
17.08.2014	485,5	3,14K
16.08.2014	522,0	3,87K
15.08.2014	496,5	4,77K
14.08.2014	504,8	10,88K
13.08.2014	542,1	4,82K
12.08.2014	567,7	3,33K
11.08.2014	575,9	2,57K
10.08.2014	592,1	1,34K
09.08.2014	589,5	1,42K
08.08.2014	595,8	3,11K
07.08.2014	592,8	2,50K
06.08.2014	589,8	3,01K
05.08.2014	588,8	4,09K
04.08.2014	592,8	3,42K
03.08.2014	588,9	1,26K
02.08.2014	591,7	2,12K
01.08.2014	598,8	8,93K
31.07.2014	589,5	3,52K
30.07.2014	564,6	4,10K
29.07.2014	585,8	6,72K
28.07.2014	587,9	2,33K
27.07.2014	595,0	3,53K
26.07.2014	596,0	3,48K
25.07.2014	600,5	5,92K
24.07.2014	601,9	4,74K
23.07.2014	621,7	2,17K
22.07.2014	622,5	3,28K
21.07.2014	625,1	2,53K
20.07.2014	621,0	2,30K
19.07.2014	627,0	3,96K
18.07.2014	627,5	3,35K
17.07.2014	626,6	2,92K
16.07.2014	614,8	3,00K
15.07.2014	619,6	3,69K
14.07.2014	618,3	2,55K
13.07.2014	628,0	1,70K
12.07.2014	635,9	3,43K
11.07.2014	632,9	3,12K
10.07.2014	618,4	3,61K
09.07.2014	623,0	3,07K
08.07.2014	615,3	3,21K
07.07.2014	613,6	2,53K
06.07.2014	626,7	2,70K
05.07.2014	623,0	3,25K
04.07.2014	624,0	3,60K
03.07.2014	638,0	4,01K
02.07.2014	645,7	4,78K
01.07.2014	643,2	4,11K
30.06.2014	635,1	3,83K
29.06.2014	601,1	2,89K
28.06.2014	597,6	2,94K
27.06.2014	602,2	3,39K
26.06.2014	582,7	4,15K
25.06.2014	568,5	3,09K
24.06.2014	588,8	3,08K
23.06.2014	591,2	2,65K
22.06.2014	603,6	2,04K
21.06.2014	597,0	2,28K
20.06.2014	590,8	2,15K
19.06.2014	600,2	5,60K
18.06.2014	606,2	3,31K
17.06.2014	605,1	3,00K
16.06.2014	599,1	3,99K
15.06.2014	582,3	3,94K
14.06.2014	583,4	5,00K
13.06.2014	610,3	7,55K
12.06.2014	597,1	4,59K
11.06.2014	643,0	3,80K
10.06.2014	655,6	3,56K
09.06.2014	644,3	3,26K
08.06.2014	651,0	3,31K
07.06.2014	651,7	1,97K
06.06.2014	650,4	6,04K
05.06.2014	660,2	2,76K
04.06.2014	638,9	5,60K
03.06.2014	669,4	4,36K
02.06.2014	655,5	4,13K
01.06.2014	649,8	3,55K
31.05.2014	627,9	4,41K
30.05.2014	612,3	6,21K
29.05.2014	564,4	3,73K
28.05.2014	570,8	3,57K
27.05.2014	570,1	3,35K
26.05.2014	582,0	2,96K
25.05.2014	570,4	1,87K
24.05.2014	520,5	2,86K
23.05.2014	518,1	2,76K
22.05.2014	515,4	3,12K
21.05.2014	488,8	1,40K
20.05.2014	484,6	1,90K
19.05.2014	443,9	1,35K
18.05.2014	450,1	1,45K
17.05.2014	452,8	1,71K
16.05.2014	453,6	1,76K
15.05.2014	448,1	2,17K
14.05.2014	442,6	2,20K
13.05.2014	433,9	2,65K
12.05.2014	438,2	1,39K
11.05.2014	433,2	1,89K
10.05.2014	451,9	0,45K
09.05.2014	445,5	2,27K
08.05.2014	441,1	2,54K
07.05.2014	446,5	5,03K
06.05.2014	432,2	4,19K
05.05.2014	430,9	3,04K
04.05.2014	436,0	3,37K
03.05.2014	438,6	2,58K
02.05.2014	453,7	3,38K
01.05.2014	460,1	4,20K
30.04.2014	445,6	4,08K
29.04.2014	446,1	3,72K
28.04.2014	441,9	4,54K
27.04.2014	443,2	6,96K
26.04.2014	457,9	6,89K
25.04.2014	464,5	6,45K
24.04.2014	500,3	4,23K
23.04.2014	487,3	4,74K
22.04.2014	487,9	5,68K
21.04.2014	495,2	7,35K
20.04.2014	498,5	7,69K
19.04.2014	506,0	8,38K
18.04.2014	485,5	8,36K
17.04.2014	502,0	8,00K
16.04.2014	537,0	8,06K
15.04.2014	526,4	8,00K
14.04.2014	478,4	7,62K
13.04.2014	427,6	4,97K
12.04.2014	437,6	5,19K
11.04.2014	435,1	5,16K
10.04.2014	384,6	3,65K
09.04.2014	457,3	3,88K
08.04.2014	466,6	3,91K
07.04.2014	462,4	3,95K
06.04.2014	455,7	3,59K
05.04.2014	456,6	1,16K
04.04.2014	444,4	2,57K
03.04.2014	436,3	4,02K
02.04.2014	424,4	4,38K
01.04.2014	463,5	3,97K
31.03.2014	444,7	4,15K
30.03.2014	446,9	3,86K
29.03.2014	477,1	4,29K
28.03.2014	482,6	4,11K
27.03.2014	460,5	3,78K
26.03.2014	562,5	3,71K
25.03.2014	562,9	3,87K
24.03.2014	567,6	3,67K
23.03.2014	551,2	4,13K
22.03.2014	564,3	3,77K
21.03.2014	549,6	3,82K
20.03.2014	566,0	4,24K
19.03.2014	595,0	3,58K
18.03.2014	598,9	3,65K
17.03.2014	606,4	3,58K
16.03.2014	619,1	3,30K
15.03.2014	624,0	3,46K
14.03.2014	614,0	4,00K
13.03.2014	625,0	3,41K
12.03.2014	619,4	3,20K
11.03.2014	608,7	2,43K
10.03.2014	613,0	2,63K
09.03.2014	627,0	1,95K
08.03.2014	609,2	2,17K
07.03.2014	616,7	2,34K
06.03.2014	648,3	2,07K
05.03.2014	658,3	1,26K
04.03.2014	661,8	1,37K
03.03.2014	662,2	1,26K
02.03.2014	544,6	0,83K
01.03.2014	557,4	0,40K
28.02.2014	573,9	0,51K
27.02.2014	596,5	0,50K
26.02.2014	593,1	0,60K
25.02.2014	135,8	30,43K
24.02.2014	174,0	95,12K
23.02.2014	310,2	38,55K
22.02.2014	255,6	72,17K
21.02.2014	111,6	82,59K
20.02.2014	111,9	102,18K
19.02.2014	261,5	31,50K
18.02.2014	294,0	48,88K
17.02.2014	272,3	51,44K
16.02.2014	299,8	86,18K
15.02.2014	371,1	50,62K
14.02.2014	427,7	65,82K
13.02.2014	451,4	28,94K
12.02.2014	531,1	21,30K
11.02.2014	579,0	16,73K
10.02.2014	582,6	40,13K
09.02.2014	659,6	19,89K
08.02.2014	648,8	22,88K
07.02.2014	695,7	49,91K
06.02.2014	828,9	18,60K
05.02.2014	904,5	7,56K
04.02.2014	926,6	4,61K
03.02.2014	931,7	2,79K
02.02.2014	953,3	1,58K
01.02.2014	940,4	4,37K
31.01.2014	938,8	4,31K
30.01.2014	941,4	5,43K
29.01.2014	925,7	5,68K
28.01.2014	932,7	10,41K
27.01.2014	943,5	8,33K
26.01.2014	1.007,0	13,07K
25.01.2014	961,0	8,18K
24.01.2014	916,5	6,20K
23.01.2014	944,2	1,97K
22.01.2014	951,0	4,78K
21.01.2014	962,2	6,59K
20.01.2014	956,0	10,41K
19.01.2014	954,8	7,57K
18.01.2014	905,7	6,04K
17.01.2014	894,2	10,31K
16.01.2014	913,5	5,10K
15.01.2014	941,2	6,83K
14.01.2014	919,3	4,31K
13.01.2014	922,9	10,13K
12.01.2014	939,8	9,93K
11.01.2014	1.005,3	11,18K
10.01.2014	957,8	6,35K
09.01.2014	937,0	14,42K
08.01.2014	938,8	14,10K
07.01.2014	879,9	22,67K
